"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL362",2.58350393053931e-16,0.299837786273625,1,1,5.87075433175754e-12,"8","RPL36"
"CFL14",5.63226315302251e-16,0.417434458148782,1,0.98,1.27987547889284e-11,"8","CFL1"
"YWHAB1",6.14080163656207e-16,0.632222502992268,0.918,0.82,1.39543576389236e-11,"8","YWHAB"
"SLC16A31",6.62398358848322e-16,0.332816613693472,0.25,0.1,1.50523403064693e-11,"8","SLC16A3"
"ITM2A2",8.30737280938828e-16,0.734955672887915,0.623,0.427,1.88776739720539e-11,"8","ITM2A"
"TSTD12",9.62728212188683e-16,0.318586900499679,0.275,0.114,2.18770358937756e-11,"8","TSTD1"
"ZFP36L21",1.20559729822193e-15,0.782096956700494,0.963,0.888,2.73959930047952e-11,"8","ZFP36L2"
"RPS72",1.51184192157464e-15,0.300540724118035,1,0.999,3.4355095825862e-11,"8","RPS7"
"ISG152",1.56978621285546e-15,0.535898952335103,0.553,0.367,3.56718219009274e-11,"8","ISG15"
"UBE2D21",1.79847950268479e-15,0.588698325307023,0.656,0.563,4.08686482190092e-11,"8","UBE2D2"
"C9orf78",2.00901691360389e-15,0.611511910588208,0.447,0.277,4.56529003447348e-11,"8","C9orf78"
"RPL351",2.51099544885302e-15,0.309890364918485,1,1,5.70598605797361e-11,"8","RPL35"
"RPL181",2.71618879317236e-15,0.294524770453144,1,1,6.17226741360486e-11,"8","RPL18"
"RHOG2",2.9757163843386e-15,0.535136499076721,0.414,0.245,6.76201791177104e-11,"8","RHOG"
"RPL131",4.80160172192179e-15,0.277673082158063,1,1,1.09111597528951e-10,"8","RPL13"
"G3BP22",6.09533606343317e-15,0.753963660486896,0.496,0.362,1.38510416705455e-10,"8","G3BP2"
"RPS261",1.24170832225618e-14,0.546025091311141,0.988,0.95,2.82165799149494e-10,"8","RPS26"
"TRIR2",1.64197220639744e-14,0.48101754020298,0.898,0.815,3.73121764181754e-10,"8","TRIR"
"H2AFV3",1.82924384807128e-14,0.720764903688774,0.557,0.455,4.15677372035717e-10,"8","H2AFV"
"SNU131",1.85016915027753e-14,0.514957231167664,0.824,0.728,4.20432437709067e-10,"8","SNU13"
"PRPF38B1",1.95611787454812e-14,0.69757399785466,0.602,0.507,4.44508225812315e-10,"8","PRPF38B"
"RPL112",2.67772363718558e-14,0.298187023065888,1,1,6.0848591931405e-10,"8","RPL11"
"SYAP12",3.12486204359553e-14,0.641174464718283,0.41,0.254,7.10093650786648e-10,"8","SYAP1"
"CCND21",4.76707313785334e-14,0.516779839843533,0.414,0.245,1.08326969984579e-09,"8","CCND2"
"METRNL2",1.58429692202819e-13,0.818423718852174,0.553,0.424,3.60015632561685e-09,"8","METRNL"
"SERP13",1.62196577807521e-13,0.524931197371493,0.865,0.755,3.68575503409812e-09,"8","SERP1"
"AKAP133",1.97702593757625e-13,0.384706299984517,0.762,0.576,4.49259374054828e-09,"8","AKAP13"
"SOD11",2.6331306864104e-13,0.673120310242609,0.91,0.867,5.98352617179899e-09,"8","SOD1"
"RAB11FIP12",3.24013814951754e-13,0.464006846951638,0.258,0.117,7.36288993096365e-09,"8","RAB11FIP1"
"ABRACL2",3.67611487867861e-13,0.504667735736611,0.377,0.217,8.35360345030928e-09,"8","ABRACL"
"NSMCE3",3.70604196507977e-13,0.52348503266479,0.299,0.155,8.42160976144727e-09,"8","NSMCE3"
"CDK2AP22",4.4455650254077e-13,0.534306962144673,0.426,0.272,1.01021019637365e-08,"8","CDK2AP2"
"RPS210",4.51717706126526e-13,0.344026690442291,1,1,1.02648331540192e-08,"8","RPS2"
"RPL322",6.87517740421899e-13,0.266345619988997,1,1,1.56231531333472e-08,"8","RPL32"
"ISCA11",1.71433103463913e-12,0.588808925329119,0.443,0.312,3.89564584311395e-08,"8","ISCA1"
"CDKN1B1",1.82924694316736e-12,0.534532457235847,0.43,0.281,4.15678075365351e-08,"8","CDKN1B"
"CARD161",2.32775810844295e-12,0.68489634945678,0.262,0.129,5.28959752562576e-08,"8","CARD16"
"STK17A2",2.55278711222186e-12,0.530208685002263,0.484,0.334,5.80095343381296e-08,"8","STK17A"
"CLIC13",3.57406116287704e-12,0.340394087400116,0.984,0.93,8.12169658652179e-08,"8","CLIC1"
"RASSF52",4.03475971284892e-12,0.297117258603767,0.25,0.115,9.16858797147788e-08,"8","RASSF5"
"CRIP12",4.4848971395592e-12,0.586688498436292,0.57,0.428,1.01914802599343e-07,"8","CRIP1"
"PTGES31",4.58513268973625e-12,0.507534417339325,0.893,0.78,1.04192555241566e-07,"8","PTGES3"
"IDI12",4.67300583500972e-12,0.607705444786734,0.557,0.438,1.06189384594761e-07,"8","IDI1"
"PABPC12",5.4991354788441e-12,0.63050269246377,0.955,0.935,1.24962354621253e-07,"8","PABPC1"
"MECP2",5.85649309081087e-12,0.504123956648295,0.373,0.231,1.33082948995586e-07,"8","MECP2"
"SEPT1",6.24966375452141e-12,0.304158874832693,0.262,0.125,1.42017359157744e-07,"8","SEPT1"
"RPL13A2",7.43129412297166e-12,0.346467473252412,0.996,0.999,1.68868727650408e-07,"8","RPL13A"
"SOCS12",7.53084538697048e-12,0.561146060801863,0.439,0.289,1.71130930573517e-07,"8","SOCS1"
"ARL6IP53",8.03775194613e-12,0.591624785737098,0.795,0.656,1.82649875223858e-07,"8","ARL6IP5"
"YPEL52",9.53509512553464e-12,0.655269940546817,0.643,0.551,2.16675501632649e-07,"8","YPEL5"
"ANKRD13D",1.05641826855441e-11,0.368019371748981,0.27,0.138,2.40060487346303e-07,"8","ANKRD13D"
"LRRFIP13",1.18294734521532e-11,0.498928063552272,0.738,0.596,2.68812954726729e-07,"8","LRRFIP1"
"TRABD1",1.26868732075905e-11,0.43143059627701,0.291,0.155,2.88296506769287e-07,"8","TRABD"
"HERPUD2",1.54416841520394e-11,0.397836687594216,0.283,0.148,3.50896830670944e-07,"8","HERPUD2"
"PRRC2C2",1.65059462080146e-11,0.408890248592491,0.84,0.726,3.75081121630923e-07,"8","PRRC2C"
"ZC3HAV11",2.07119608944459e-11,0.560369068996854,0.504,0.368,4.70658599365389e-07,"8","ZC3HAV1"
"HIST1H4C1",2.18823621313265e-11,0.977436097673556,0.59,0.462,4.97254797072264e-07,"8","HIST1H4C"
"SSR21",2.54780933702324e-11,0.359253154292268,0.881,0.772,5.78964193745161e-07,"8","SSR2"
"TNFAIP82",3.45917431839678e-11,0.554446902613286,0.402,0.251,7.86062772112485e-07,"8","TNFAIP8"
"RILPL22",3.57786592233204e-11,0.557259924267509,0.422,0.28,8.13034252190732e-07,"8","RILPL2"
"TPM33",4.96067073271066e-11,0.439650281564505,0.799,0.673,1.12726281730117e-06,"8","TPM3"
"KIAA15511",4.96563756778421e-11,0.409975455230254,0.348,0.204,1.12839148090328e-06,"8","KIAA1551"
"ARPC32",5.20217001945799e-11,0.428334790273081,0.865,0.782,1.18214111522163e-06,"8","ARPC3"
"ATP5F1E2",1.03937732911701e-10,0.363711259765252,0.996,0.975,2.36188104268549e-06,"8","ATP5F1E"
"MRPL1",1.24705699516821e-10,0.41024561854748,0.254,0.129,2.83381231582023e-06,"8","MRPL1"
"TSPYL2",1.26351502535474e-10,0.577366930202285,0.439,0.299,2.8712115436161e-06,"8","TSPYL2"
"YWHAZ3",2.1143526089115e-10,0.378306011180091,0.902,0.8,4.80465486849049e-06,"8","YWHAZ"
"UBE2B1",2.65636295150076e-10,0.377596390862175,0.791,0.701,6.03631917099033e-06,"8","UBE2B"
"ARID5A2",2.98705540934367e-10,0.413967718825844,0.422,0.275,6.78778471219255e-06,"8","ARID5A"
"ELF12",3.06083092489842e-10,0.510650894947965,0.59,0.484,6.95543219373917e-06,"8","ELF1"
"MFHAS1",3.41222996769997e-10,0.553670332734767,0.332,0.204,7.7539513786014e-06,"8","MFHAS1"
"RAP1B2",4.48165936779205e-10,0.449461003667751,0.799,0.699,1.01841227473707e-05,"8","RAP1B"
"ATP1B13",7.73788913808595e-10,0.490900913704635,0.32,0.186,1.75835792773865e-05,"8","ATP1B1"
"C19orf53",8.69787719566838e-10,0.358256918559452,0.725,0.655,1.97650561394368e-05,"8","C19orf53"
"RNF19A",1.13228956712464e-09,0.59305621972445,0.422,0.309,2.57301481233403e-05,"8","RNF19A"
"PPP4R3A1",1.15786816834734e-09,0.426230284850834,0.369,0.238,2.63113962575249e-05,"8","PPP4R3A"
"TERF2IP",1.29530120975294e-09,0.437110772170222,0.598,0.524,2.94344246904258e-05,"8","TERF2IP"
"MED102",1.46911903607469e-09,0.497775073399568,0.508,0.422,3.33842609757612e-05,"8","MED10"
"UBXN11",1.50006608969444e-09,0.385808718044237,0.77,0.687,3.40875018222164e-05,"8","UBXN1"
"PSMA73",1.55327661690485e-09,0.393805106881023,0.906,0.846,3.52966578425458e-05,"8","PSMA7"
"CACYBP2",1.95485547829787e-09,0.897810898471941,0.529,0.439,4.44221358888408e-05,"8","CACYBP"
"HIGD2A1",2.00378541037973e-09,0.454407678971451,0.639,0.575,4.5534019665469e-05,"8","HIGD2A"
"FAM49B1",3.04491119522747e-09,0.305376745536995,0.291,0.166,6.91925620003489e-05,"8","FAM49B"
"ZBTB11",3.38869988911718e-09,0.408882473657378,0.373,0.242,7.70048162802989e-05,"8","ZBTB1"
"PDCD41",5.64103703954239e-09,0.464415607367871,0.492,0.377,0.000128186925686561,"8","PDCD4"
"PFDN51",6.52728304091448e-09,0.270809201081744,1,0.996,0.000148325979821741,"8","PFDN5"
"BRD9",7.05551761261157e-09,0.462177583471591,0.27,0.16,0.000160329582228985,"8","BRD9"
"HMGN12",7.27968680599701e-09,0.407824105174219,0.717,0.64,0.000165423602979476,"8","HMGN1"
"HSPD12",8.89160743465104e-09,1.06017069009455,0.873,0.793,0.00020205288734501,"8","HSPD1"
"RBM8A3",9.88782191205592e-09,0.358648803901883,0.873,0.802,0.000224690865129559,"8","RBM8A"
"MANF2",1.52509471624479e-08,0.4974233728854,0.48,0.386,0.000346562523319465,"8","MANF"
"RPS201",1.54838542444093e-08,0.349865478165001,0.992,0.967,0.000351855103849957,"8","RPS20"
"PSMB81",2.61700917539117e-08,0.404615966994407,0.578,0.489,0.00059468916501589,"8","PSMB8"
"HSPE12",4.80336717030604e-08,0.886332627194654,0.926,0.841,0.00109151715578034,"8","HSPE1"
"COX7C2",5.26723303691655e-08,0.27075594240014,0.959,0.923,0.00119692603530892,"8","COX7C"
"AES2",6.1661744288522e-08,0.445996256640843,0.59,0.525,0.00140120147721237,"8","AES"
"TPI14",8.029353151055e-08,0.38480521855672,0.939,0.884,0.00182459021004574,"8","TPI1"
"CDC424",9.54566874012284e-08,0.368064204008517,0.926,0.849,0.00216915776450552,"8","CDC42"
"METTL91",1.03576334869515e-07,0.501959020318588,0.459,0.386,0.00235366863357486,"8","METTL9"
"RPL171",1.16994686538301e-07,0.305031787525423,0.861,0.766,0.00265858725689634,"8","RPL17"
"MALAT13",1.39389573873557e-07,0.365197179810657,1,1,0.00316748867670271,"8","MALAT1"
"CAPZA11",1.44998415886476e-07,0.449698658093634,0.369,0.271,0.00329494400260429,"8","CAPZA1"
"AC016831.51",1.46076243652017e-07,0.404560427485963,0.316,0.206,0.00331943656074843,"8","AC016831.5"
"GYPC3",1.67506640038642e-07,0.472644952196126,0.434,0.334,0.00380642088823809,"8","GYPC"
"DIAPH11",1.92170556567093e-07,0.432478761631511,0.344,0.246,0.00436688372743062,"8","DIAPH1"
"STMN14",2.44208868736298e-07,0.554903449060624,0.529,0.42,0.00554940233316363,"8","STMN1"
"LSP12",3.36550889085135e-07,0.280648165719589,0.361,0.231,0.00764778240357061,"8","LSP1"
"FGFR1OP2",3.59324309400259e-07,0.491238240252787,0.467,0.403,0.00816528560681148,"8","FGFR1OP2"
"SLC5A31",4.09702196596449e-07,0.377751368277114,0.365,0.247,0.00931007271545771,"8","SLC5A3"
"EBP1",4.29360103859449e-07,0.372307853035363,0.291,0.191,0.00975677900010211,"8","EBP"
"HMCES",4.47794974513757e-07,0.31950796961017,0.258,0.159,0.0101756930008506,"8","HMCES"
"RSBN1",4.7140816241127e-07,0.385057681155036,0.389,0.29,0.0107122790826337,"8","RSBN1"
"OSTF11",7.44248750789001e-07,0.443532918627083,0.377,0.29,0.0169123086129293,"8","OSTF1"
"CHD21",7.93060231529946e-07,0.489621476598226,0.484,0.411,0.0180215007012865,"8","CHD2"
"CHCHD21",8.7358544039863e-07,0.319621528763254,0.992,0.97,0.0198513555476185,"8","CHCHD2"
"UXT",8.90705424361833e-07,0.325514245521671,0.676,0.632,0.0202403900631983,"8","UXT"
"CEMIP21",1.06857433716557e-06,0.483869271109569,0.443,0.346,0.0242822832377504,"8","CEMIP2"
"ANP32B1",1.12816657001568e-06,0.456606438759215,0.631,0.621,0.0256364571370363,"8","ANP32B"
"PTTG13",1.14525342878515e-06,0.530316802761297,0.348,0.243,0.0260247389157137,"8","PTTG1"
"DCXR2",1.27335583584144e-06,0.36004542652137,0.316,0.22,0.0289357380136609,"8","DCXR"
"PAIP2",1.86501821964829e-06,0.435069033085933,0.52,0.476,0.0423806740232878,"8","PAIP2"
"SNRPB2",1.99046486283116e-06,0.284758339679836,0.857,0.762,0.0452313235429754,"8","SNRPB"
"JAK12",2.1918792609453e-06,0.384504500011984,0.676,0.617,0.0498082643257211,"8","JAK1"
"HNRNPUL1",2.73700020880868e-06,0.361200211461747,0.406,0.319,0.0621955927449684,"8","HNRNPUL1"
"VPS37B1",2.82921755740875e-06,0.386734432684139,0.291,0.196,0.0642911397745565,"8","VPS37B"
"RNF213",3.16542767948768e-06,0.420425018051015,0.357,0.271,0.0719311785886781,"8","RNF213"
"PFN12",3.61707452988247e-06,0.382141784723155,0.975,0.931,0.0821944016170493,"8","PFN1"
"ETS12",3.87453702760985e-06,0.349958418043453,0.484,0.376,0.0880449794154062,"8","ETS1"
"SLC25A52",3.93455348635523e-06,0.261158183997702,0.939,0.848,0.0894087934239363,"8","SLC25A5"
"GCLM1",5.08025342038376e-06,0.361381052699896,0.307,0.212,0.1154436787248,"8","GCLM"
"UBALD22",5.9943607777413e-06,0.367088443100744,0.426,0.345,0.136215854313393,"8","UBALD2"
"GRB21",6.75840509847186e-06,0.319116513334494,0.389,0.3,0.153577997457675,"8","GRB2"
"MZT2A1",7.76733263567022e-06,0.404590715749086,0.52,0.476,0.17650486681297,"8","MZT2A"
"UQCRB2",8.66309628187151e-06,0.319949953183861,0.955,0.931,0.196860199909248,"8","UQCRB"
"UBC1",8.99870149853042e-06,0.32165930467135,1,0.999,0.204486492852605,"8","UBC"
"SLC25A34",9.51761876192829e-06,0.325690330763921,0.943,0.931,0.216278368746058,"8","SLC25A3"
"COMMD6",9.9095871199691e-06,0.288098168219779,0.898,0.86,0.225185457714178,"8","COMMD6"
"SS18L21",1.20568097574803e-05,0.35918508484922,0.352,0.273,0.273978944928981,"8","SS18L2"
"POLR2A",1.43701939972787e-05,0.463680961974371,0.398,0.336,0.326548288394161,"8","POLR2A"
"GSPT11",1.63475859208998e-05,0.393280029205559,0.496,0.445,0.371482542466528,"8","GSPT1"
"NSD31",2.49397956952198e-05,0.480290802274132,0.467,0.432,0.566731917378174,"8","NSD3"
"ANP32E",2.74001311322027e-05,0.440444484459713,0.418,0.365,0.622640579848175,"8","ANP32E"
"SRRM12",2.82502677966245e-05,0.304892148812509,0.672,0.652,0.641959085410494,"8","SRRM1"
"LDHB3",3.18875561243117e-05,0.378136604082408,0.529,0.477,0.724612825368858,"8","LDHB"
"REL2",3.82001038350971e-05,0.514971042526984,0.762,0.698,0.868059159548747,"8","REL"
"SNRPD21",4.14637518119445e-05,0.285709064396773,0.676,0.651,0.942222296174628,"8","SNRPD2"
"H2AFZ5",4.67737462972901e-05,0.324522585975633,0.975,0.942,1,"8","H2AFZ"
"ELOVL5",4.71377157637513e-05,0.30936529327847,0.324,0.246,1,"8","ELOVL5"
"JMY",5.17511822238029e-05,0.395366923216901,0.279,0.201,1,"8","JMY"
"PLIN22",5.30553719595367e-05,0.725167514240132,0.627,0.524,1,"8","PLIN2"
"RGS22",5.40891771294131e-05,0.720458278001568,0.393,0.328,1,"8","RGS2"
"EMD1",5.67390139084064e-05,0.281501267583491,0.303,0.223,1,"8","EMD"
"SF1",6.45845137850777e-05,0.344668930574924,0.664,0.645,1,"8","SF1"
"SRSF21",7.13147960684121e-05,0.352330243788041,0.893,0.863,1,"8","SRSF2"
"AAK1",0.000100219049436978,0.328389262894501,0.32,0.245,1,"8","AAK1"
"SELENOT3",0.000108682012070315,0.347939459717532,0.414,0.357,1,"8","SELENOT"
"CYTH12",0.000114515654697937,0.286257440300056,0.357,0.27,1,"8","CYTH1"
"RELB2",0.000129426376967529,0.322396477476583,0.34,0.259,1,"8","RELB"
"MZT2B1",0.000143653370751507,0.304203896876782,0.877,0.857,1,"8","MZT2B"
"LDHA1",0.000152746825179822,0.274459414658576,0.984,0.963,1,"8","LDHA"
"BUB3",0.00018820180947594,0.356375979248236,0.369,0.313,1,"8","BUB3"
"ARPP191",0.000214497800167496,0.306665548474481,0.414,0.354,1,"8","ARPP19"
"PRNP3",0.000215504941735766,0.320329786261009,0.721,0.651,1,"8","PRNP"
"TBCC1",0.000234452673263974,0.26614458253527,0.275,0.202,1,"8","TBCC"
"HSPA1A3",0.000235904078253582,0.559869680940722,0.963,0.96,1,"8","HSPA1A"
"RNF1491",0.000252895484928998,0.267059779129088,0.287,0.213,1,"8","RNF149"
"HSP90AA13",0.000275539824206032,0.862112758299556,1,0.997,1,"8","HSP90AA1"
"HECA",0.000359157625331075,0.349043990674523,0.328,0.266,1,"8","HECA"
"GPBP13",0.000440588882901345,0.335689519744969,0.754,0.705,1,"8","GPBP1"
"GLRX1",0.000454906762779988,0.47907942276721,0.348,0.286,1,"8","GLRX"
"BZW14",0.000467199487341459,0.27817596804648,0.762,0.71,1,"8","BZW1"
"UBE2S3",0.000476059144969254,0.413282379207199,0.775,0.734,1,"8","UBE2S"
"KCTD202",0.000482101876151057,0.315904008784699,0.275,0.206,1,"8","KCTD20"
"MCL12",0.000485679994226181,0.302723093412526,0.861,0.824,1,"8","MCL1"
"MAF3",0.000506159989896976,0.534196017179655,0.316,0.256,1,"8","MAF"
"RNF7",0.000531161719389529,0.285675212655174,0.529,0.511,1,"8","RNF7"
"ACTN42",0.000576379165514815,0.250765502989221,0.607,0.562,1,"8","ACTN4"
"CELF22",0.000595113025934959,0.27780668648796,0.324,0.249,1,"8","CELF2"
"SNRPG2",0.000692325378489269,0.251479300411987,0.611,0.582,1,"8","SNRPG"
"AGO21",0.000710299500825684,0.253830619039473,0.316,0.246,1,"8","AGO2"
"LPAR62",0.000774205851956344,0.365278894590835,0.279,0.207,1,"8","LPAR6"
"MAGOH1",0.000856041786624615,0.310701062706894,0.496,0.484,1,"8","MAGOH"
"SURF41",0.000887853268432565,0.364864716465167,0.393,0.358,1,"8","SURF4"
"PCSK7",0.000901082793322382,0.306141443705276,0.25,0.188,1,"8","PCSK7"
"RBM391",0.000930802556781801,0.253375406203593,0.914,0.904,1,"8","RBM39"
"KMT2A",0.000932102282084021,0.311769305489142,0.422,0.391,1,"8","KMT2A"
"CDV31",0.00116305767750385,0.286125037610897,0.586,0.579,1,"8","CDV3"
"CIB12",0.00132199174682755,0.407016167741966,0.414,0.406,1,"8","CIB1"
"ABHD17A",0.00140500140109296,0.372923257628789,0.385,0.358,1,"8","ABHD17A"
"RSL24D11",0.00143409365593113,0.251196239167383,0.652,0.636,1,"8","RSL24D1"
"GCC2",0.00145919885577221,0.337533872352941,0.344,0.294,1,"8","GCC2"
"PPP1R23",0.00193715999091063,0.376178775959656,0.455,0.436,1,"8","PPP1R2"
"RANBP21",0.00200884165340149,0.325873449717121,0.299,0.244,1,"8","RANBP2"
"TIPARP1",0.00209034798401311,0.358037459543579,0.541,0.507,1,"8","TIPARP"
"HMGB21",0.00234009700139263,0.655877297694638,0.443,0.43,1,"8","HMGB2"
"EVL",0.00238827717307079,0.268943274309096,0.275,0.22,1,"8","EVL"
"SMC4",0.00241654475300437,0.391167497800541,0.266,0.213,1,"8","SMC4"
"EMC61",0.00317653386944483,0.258591480629896,0.299,0.251,1,"8","EMC6"
"PPP1CA1",0.00334096384741507,0.265534939140398,0.348,0.312,1,"8","PPP1CA"
"RNMT1",0.00340545396765599,0.277264595404499,0.352,0.3,1,"8","RNMT"
"TCF251",0.00352229517207216,0.266461601642361,0.561,0.547,1,"8","TCF25"
"ENO12",0.00405437886826607,0.329693232201918,0.852,0.792,1,"8","ENO1"
"FKBP42",0.004399716771548,0.476817636961006,0.311,0.268,1,"8","FKBP4"
"SDF2L13",0.00443538448006677,0.270213239359647,0.287,0.238,1,"8","SDF2L1"
"EFHD23",0.00450255804601897,0.289284138891326,0.357,0.316,1,"8","EFHD2"
"KDSR1",0.00459056173907732,0.360081585626492,0.41,0.392,1,"8","KDSR"
"ATP2B11",0.00537114520208245,0.321826437895696,0.406,0.375,1,"8","ATP2B1"
"IK",0.00617675580643858,0.260110884601887,0.373,0.345,1,"8","IK"
"SLBP1",0.00628481232440333,0.303667869207963,0.303,0.266,1,"8","SLBP"
"VPS4B1",0.0064148092506667,0.266694613843609,0.291,0.246,1,"8","VPS4B"
"RBPJ2",0.00648109396002245,0.485016223529061,0.406,0.422,1,"8","RBPJ"
"RAP1A3",0.0067958809935465,0.306188091306567,0.41,0.397,1,"8","RAP1A"
"NANS2",0.00699044253900546,0.320882354783208,0.369,0.346,1,"8","NANS"
"EPC1",0.00713361544431726,0.283070844182233,0.447,0.439,1,"8","EPC1"
"NDFIP11",0.00718320471347313,0.251408480361128,0.52,0.508,1,"8","NDFIP1"
"PSMA5",0.00728941338104656,0.26811115141999,0.381,0.354,1,"8","PSMA5"
"BCAS21",0.00759979783383097,0.338770415168718,0.41,0.382,1,"8","BCAS2"
"OPTN1",0.00839208329562453,0.30608121957904,0.414,0.401,1,"8","OPTN"
"TANK1",0.00857265021742873,0.320554820621879,0.34,0.311,1,"8","TANK"
"DHRS72",0.0089577581418645,0.317984388227619,0.369,0.343,1,"8","DHRS7"
"GLS1",0.00993598894952481,0.270548390145775,0.537,0.54,1,"8","GLS"
"MUCL1",0,9.22945623981356,0.84,0.039,0,"9","MUCL1"
"PIP",0,8.61324687081198,0.862,0.025,0,"9","PIP"
"SCGB2A2",0,8.58387946589605,0.83,0.035,0,"9","SCGB2A2"
"SCGB1B2P",0,7.63272451176586,0.846,0.021,0,"9","SCGB1B2P"
"SCGB1D2",0,6.55043398676318,0.798,0.011,0,"9","SCGB1D2"
"AZGP1",0,5.35347087588254,0.915,0.005,0,"9","AZGP1"
"KRT191",0,4.66484508329333,0.968,0.016,0,"9","KRT19"
"KRT7",0,3.75152125543765,0.92,0.023,0,"9","KRT7"
"AQP5",0,3.34944541035827,0.91,0.003,0,"9","AQP5"
"TSPAN8",0,2.64179637131671,0.824,0.045,0,"9","TSPAN8"
"KRT8",0,2.52318388287804,0.883,0.092,0,"9","KRT8"
"SERHL2",0,2.14258980649468,0.75,0.019,0,"9","SERHL2"
"CLDN3",0,1.92153739451561,0.83,0.005,0,"9","CLDN3"
"ALOX15B",0,1.84863371844277,0.723,0.01,0,"9","ALOX15B"
"ZG16B",0,1.77662977774649,0.622,0.039,0,"9","ZG16B"
"CALML51",0,1.68927205420993,0.644,0.047,0,"9","CALML5"
"SPDEF",0,1.67829937607395,0.755,0.002,0,"9","SPDEF"
"SCGB2B2",0,1.53179966232103,0.66,0.001,0,"9","SCGB2B2"
"PPP1R1B",0,1.51330884013408,0.809,0.005,0,"9","PPP1R1B"
"LRRC26",0,1.51048918510823,0.75,0.001,0,"9","LRRC26"
"EPCAM",0,1.465613676279,0.793,0.027,0,"9","EPCAM"
"IQGAP23",0,1.4309144252625,0.787,0.038,0,"9","IQGAP2"
"OBP2B",0,1.41050018871226,0.702,0,0,"9","OBP2B"
"CD24",0,1.38309155457203,0.697,0.052,0,"9","CD24"
"CLDN7",0,1.34153091251714,0.718,0.024,0,"9","CLDN7"
"SCGB2A1",0,1.31413310288437,0.298,0.001,0,"9","SCGB2A1"
"KIAA1324",0,1.3140270758479,0.718,0.003,0,"9","KIAA1324"
"ELF3",0,1.31287319617256,0.5,0.019,0,"9","ELF3"
"HMGCS2",0,1.2331098257803,0.654,0.004,0,"9","HMGCS2"
"GALNT7",0,1.22144408402369,0.713,0.06,0,"9","GALNT7"
"GJC3",0,1.18898005528757,0.713,0.004,0,"9","GJC3"
"C5orf46",0,1.18417844240514,0.617,0.006,0,"9","C5orf46"
"SMIM22",0,1.17134156945215,0.676,0.001,0,"9","SMIM22"
"MLPH1",0,1.12022337790903,0.697,0.057,0,"9","MLPH"
"SCD1",0,1.07594582354634,0.585,0.027,0,"9","SCD"
"CREB3L4",0,1.0213742885329,0.681,0.04,0,"9","CREB3L4"
"ANXA3",0,0.984050259394673,0.606,0.024,0,"9","ANXA3"
"CEACAM6",0,0.947846732655176,0.505,0,0,"9","CEACAM6"
"RAB3B",0,0.943810249110209,0.564,0.003,0,"9","RAB3B"
"ARFGEF3",0,0.915055757175766,0.601,0.033,0,"9","ARFGEF3"
"KCNN41",0,0.899829747025799,0.511,0.022,0,"9","KCNN4"
"PART1",0,0.875744059336071,0.59,0.011,0,"9","PART1"
"AGR2",0,0.844790509932979,0.415,0.005,0,"9","AGR2"
"SHROOM3",0,0.806646696459344,0.489,0.006,0,"9","SHROOM3"
"MB",0,0.717936548827148,0.473,0.002,0,"9","MB"
"C2orf72",0,0.70207215268979,0.484,0,0,"9","C2orf72"
"TFAP2B1",0,0.699467770043192,0.468,0.013,0,"9","TFAP2B"
"PRR15L",0,0.67378737188145,0.426,0,0,"9","PRR15L"
"FOXA1",0,0.668771711000782,0.452,0.004,0,"9","FOXA1"
"UGT2B11",0,0.649792647267522,0.298,0,0,"9","UGT2B11"
"AARD",0,0.638676713887287,0.293,0.007,0,"9","AARD"
"PCAT18",0,0.599849991692377,0.436,0,0,"9","PCAT18"
"CEACAM5",0,0.594905412961086,0.346,0,0,"9","CEACAM5"
"AC025154.2",0,0.589721727137802,0.404,0,0,"9","AC025154.2"
"GLYATL2",0,0.535876796906905,0.298,0.005,0,"9","GLYATL2"
"CLDN8",0,0.533529140749887,0.356,0.003,0,"9","CLDN8"
"TMEM45B",0,0.524282835653079,0.399,0.014,0,"9","TMEM45B"
"ESRRG",0,0.492386085390139,0.34,0.002,0,"9","ESRRG"
"ARHGAP40",0,0.472590306567023,0.324,0,0,"9","ARHGAP40"
"LIPH",0,0.430030125268001,0.319,0.006,0,"9","LIPH"
"ARHGEF38",0,0.422311806140189,0.293,0,0,"9","ARHGEF38"
"GLYATL1",0,0.41005793491917,0.261,0.001,0,"9","GLYATL1"
"FBP1",0,0.387929699699686,0.293,0.009,0,"9","FBP1"
"PROM1",0,0.386693404561937,0.282,0.001,0,"9","PROM1"
"CCDC160",0,0.368644035599785,0.271,0.001,0,"9","CCDC160"
"SLC44A4",8.59418259759699e-303,0.437515439717757,0.324,0.012,1.95294205347794e-298,"9","SLC44A4"
"SPINT1-AS11",1.67464611382789e-298,0.812972500084223,0.617,0.046,3.80546582906249e-294,"9","SPINT1-AS1"
"TM7SF2",8.79719376707983e-292,0.586001196332887,0.426,0.022,1.99907431163122e-287,"9","TM7SF2"
"SOX91",5.02798260954141e-283,1.58673924345544,0.718,0.066,1.14255876819219e-278,"9","SOX9"
"SOSTDC1",1.17066779840992e-279,0.632864819925289,0.388,0.019,2.66022550510671e-275,"9","SOSTDC1"
"WNK2",1.60309344147438e-269,0.473456591840258,0.33,0.014,3.64286953640638e-265,"9","WNK2"
"SPINT22",8.49998547801452e-235,2.07290576342938,0.931,0.156,1.93153670002402e-230,"9","SPINT2"
